"","Year","Mean_COV","sd_COV","min_COV","max_COV"
"1",1907,0.0689917604162935,0.0346835022575945,0.00836120401337793,0.128491620111732
"2",1908,0.0755003038734274,0.0346273849377881,0.0107361963190184,0.152451309603761
"3",1909,0.0655020490597325,0.0333986492064018,0.00561797752808989,0.135834411384217
"4",1910,0.0645436337227803,0.0366080248159568,0.00298507462686567,0.151079136690647
"5",1911,0.0673952153586539,0.0376880809863123,0.0209424083769633,0.160377358490566
"6",1912,0.0687856038525571,0.0400935854826837,0.0140449438202247,0.175546448087432
"7",1913,0.0684428639859317,0.038581389672922,0.0135395812907164,0.168204400283889
